0.997006098	2.035242843	1.735634055	1
1.117241401	2.5529702	1.55128914	1
0.983123542	2.027092126	1.618239785	1
1.12586723	2.067895888	1.483634216	1
1.129415182	2.076370352	1.429220189	1
1.085100139	2.436723252	1.513282474	1
1.331303723	2.644520466	1.296777777	0
1.111815394	1.861705547	1.049909118	1
1.156221939	2.128493977	1.443980553	1
1.18962835	1.94985895	1.728530985	1
1.325673435	1.687771398	0.663228687	0
1.342290893	2.66180217	1.336145122	0
1.22632048	1.965356917	1.664683723	1
1.314681943	2.760940972	1.292649958	0
1.384329498	1.625831157	0.626071042	0
1.158649711	2.107691271	1.462824098	1
1.380633152	1.67974966	0.641761316	0
1.176618919	2.057499938	1.731469462	1
1.387131989	2.700133711	1.308955309	0
1.0955273	2.097679179	1.342920691	1
1.113162174	2.488802028	1.561791063	1
1.031741068	2.070517326	1.720137301	1
1.005310372	2.074485825	1.732949146	1
0.967412038	2.052276906	1.720198808	1
1.15953307	2.08391608	1.45714	1
1.142605807	1.863748596	1.047488197	1
1.014086153	1.965493845	1.727079498	1
1.139842833	1.886392028	1.013980606	1
1.262931413	2.419220481	1.194680002	0
1.365363569	1.690662301	0.621330134	0
1.292016474	2.518734981	1.214677009	0
1.133436169	2.456329645	1.520742179	1
1.182725157	2.043839071	1.679123964	1
1.320361825	2.701023427	1.338356496	0
1.352331583	1.659882936	0.625360098	0
0.973912836	2.023868067	1.62759288	1
1.310682044	2.376077571	1.222096764	0
1.084193728	2.10719194	1.380303634	1
1.365553634	1.632298098	0.649550868	0
1.108023977	2.527182579	1.524831838	1
1.153056011	2.086257337	1.479197624	1
1.327969369	2.731844813	1.297008565	0
1.293950315	2.682363267	1.359418299	0
1.294855484	2.425632694	1.201611019	0
1.398299635	1.629329059	0.644671695	0
1.181818182	2.03125	1.686440678	1
1.028916826	2.117651987	1.385054767	1
1.366034493	1.694185323	0.666892029	0
0.997069716	2.031033015	1.731490031	1
1.336867884	2.59893638	1.353219249	0
1.338072099	2.694680948	1.358966658	0
1.32216682	2.505235746	1.159103503	0
1.284450857	2.315988765	1.179902672	0
1.157789347	2.101203523	1.464931824	1
1.277631976	2.391089982	1.214299973	0
1.305348594	2.43390405	1.20359376	0
1.382673476	1.614623054	0.643147449	0
1.059731703	2.108789942	1.342569144	1
1.366166463	2.723043486	1.355423318	0
1.33879687	2.694711962	1.336500436	0
1.147768106	1.922843294	1.034685088	1
1	2	1.77778	1
1.268552745	2.430095842	1.21919515	0
1.28477369	2.442951272	1.225631037	0
1.287442814	2.380435275	1.226720536	0
1.372814151	1.684939475	0.640672929	0
1.360297107	1.629636274	0.646370494	0
1.341864228	2.734342326	1.304335202	0
1.139091882	2.05664872	1.676283067	1
1.133571463	1.883921347	1.037880882	1
1.275782489	2.324756687	1.190317741	0
1.128528638	2.411438361	1.514513709	1
1.084049705	2.058708401	1.374210254	1
1.280160571	2.430252036	1.201503199	0
1.238906246	2.359256919	1.200724406	0
1.008586873	2.03724992	1.725148986	1
1.375895513	1.663514813	0.648779398	0
1.205177835	2.05780391	1.632291897	1
1.346781124	2.741465984	1.345673391	0
1.35042029	1.662154132	0.633907794	0
1.350980635	1.63499314	0.630550077	0
1.29764292	2.760587441	1.27542621	0
1.362327656	2.682399702	1.328241449	0
1.209139998	2.030541798	1.641260156	1
1.274516471	2.358325391	1.189995097	0
1.382797273	1.6490219	0.644365389	0
1.372610938	2.619065128	1.27826191	0
1.062426202	2.096490206	1.393492227	1
1.407720871	1.696831194	0.632842026	0
1.308409611	1.667863661	0.635030826	0
1.326490834	2.719998433	1.326376901	0
1.169313533	2.10025807	1.500839988	1
1.284358146	2.435353541	1.217263766	0
1.083571132	2.038789971	1.384710881	1
1.368121168	2.725427914	1.34928018	0
1.369978158	2.729401587	1.365729809	0
1.135509671	2.462176538	1.500014909	1
1.115214274	2.042813052	1.386090061	1
1.002535034	1.932475434	1.744692698	1
1.313577289	2.410333773	1.165175668	0
1.361258146	1.631766901	0.641620404	0
1.1896556	2.07624798	1.465969279	1
1.17831893	2.135812444	1.450468094	1
1.354003001	1.751471847	0.670121196	0
1.256273211	2.537162541	1.205003978	0
1.324906553	2.365232628	1.214510866	0
1.240006704	2.421462515	1.212188559	0
1.229853306	2.076099929	1.652435299	1
1.258247647	2.38130189	1.247950494	0
1.262954208	2.451807866	1.221228557	0
1.333763732	2.67449689	1.32859565	0
1.169972735	1.963393638	1.090804408	1
1.351314147	1.701021631	0.640683841	0
1.073174187	2.368032662	1.468554484	1
1.314088262	2.325560324	1.212633299	0
1.292676937	1.738134375	0.636266467	0
1.316156313	1.655498751	0.634796973	0
1.336384439	2.678899083	1.318	0
1.122052799	2.425802729	1.533562911	1
1.10128483	2.104836978	1.331794794	1
1.2838275	2.709883313	1.334854727	0
1.405558275	1.640735662	0.662349417	0
1.324451142	1.69714938	0.620302589	0
1.33172011	1.677199425	0.648920204	0
1.007213774	1.916853137	1.724674423	1
1.336090906	1.615302057	0.654389813	0
1.142431541	1.88056727	1.096380087	1
1.286530548	2.449498179	1.223708821	0
0.981382126	2.044479776	1.709416344	1
